STATION,DATE,FT NAVD88,M NAVD88,FLOODCLASS,STORMNAME,TYPE,STATIONLAT,STATIONLONG,REGION,YEAR,DOWNSTREAM KM
SCOTTSVILLE,9/8/87,24.56,7.49,MAJOR,NOT_NAMED262,AT,37.797222,-78.491667,PIEDMONT,1987,240.3
SCOTTSVILLE,5/6/89,20.35,6.2,FLOOD,NT129,NT,37.797222,-78.491667,PIEDMONT,1989,240.3
CARTERSVILLE,5/7/89,23.38,7.41,MODERATE,NT129,NT,37.670833,-78.086111,PIEDMONT,1989,291
RICHWEST,5/7/89,17.7,5.71,MODERATE,NT129,NT,37.563056,-77.547222,PIEDMONT,1989,354.6
RICHWEST,7/17/89,11.71,3.88,ACTION,NT130,NT,37.563056,-77.547222,PIEDMONT,1989,354.6
CARTERSVILLE,5/30/90,16.57,5.33,ACTION,NT131,NT,37.670833,-78.086111,PIEDMONT,1990,291
RICHWEST,5/30/90,14.01,4.58,FLOOD,NT131,NT,37.563056,-77.547222,PIEDMONT,1990,354.6
SCOTTSVILLE,10/23/90,19.23,5.86,ACTION,NT132,NT,37.797222,-78.491667,PIEDMONT,1990,240.3
CARTERSVILLE,10/24/90,20.36,6.49,FLOOD,NT132,NT,37.670833,-78.086111,PIEDMONT,1990,291
RICHWEST,10/24/90,15.17,4.94,MODERATE,NT132,NT,37.563056,-77.547222,PIEDMONT,1990,354.6
RICHLOCKS,10/24/90,11.25,3.43,FLOOD,NT132,NT,37.525,-77.421111,PIEDMONT,1990,367.3
RICHWEST,1/13/91,14.93,4.86,FLOOD,NT133,NT,37.563056,-77.547222,PIEDMONT,1991,354.6
RICHLOCKS,1/13/91,11.17,3.4,FLOOD,NT133,NT,37.525,-77.421111,PIEDMONT,1991,367.3
RICHWEST,3/6/91,13.26,4.35,FLOOD,NT134,NT,37.563056,-77.547222,PIEDMONT,1991,354.6
RICHWEST,3/31/91,12.36,4.08,FLOOD,NT135,NT,37.563056,-77.547222,PIEDMONT,1991,354.6
RICHWEST,2/28/92,12.93,4.25,FLOOD,NT136,NT,37.563056,-77.547222,PIEDMONT,1992,354.6
LICKRUN,4/22/92,18.99,5.79,FLOOD,NT137,NT,37.773611,-79.784444,MOUNTAIN,1992,0
BUCHANAN,4/22/92,23.64,7.21,MODERATE,NT137,NT,37.530556,-79.679167,MOUNTAIN,1992,57.7
HOLCOMBROCK,4/22/92,29.48,8.99,MAJOR,NT137,NT,37.501111,-79.262778,PIEDMONT,1992,112.3
BENTCREEK,4/22/92,21.02,6.41,MODERATE,NT137,NT,37.536111,-78.829722,PIEDMONT,1992,177.8
SCOTTSVILLE,4/23/92,25.31,7.71,MAJOR,NT137,NT,37.797222,-78.491667,PIEDMONT,1992,240.3
CARTERSVILLE,4/23/92,25.41,8.03,MODERATE,NT137,NT,37.670833,-78.086111,PIEDMONT,1992,291
RICHWEST,4/24/92,19.24,6.18,MODERATE,NT137,NT,37.563056,-77.547222,PIEDMONT,1992,354.6
RICHLOCKS,4/24/92,18.96,5.78,FLOOD,NT137,NT,37.525,-77.421111,PIEDMONT,1992,367.3
CARTERSVILLE,6/6/92,15.39,4.97,ACTION,NT138,NT,37.670833,-78.086111,PIEDMONT,1992,291
RICHWEST,6/6/92,12.61,4.16,FLOOD,NT138,NT,37.563056,-77.547222,PIEDMONT,1992,354.6
RICHWEST,11/24/92,11.49,3.82,ACTION,NT139,NT,37.563056,-77.547222,PIEDMONT,1992,354.6
RICHWEST,12/12/92,11.48,3.81,ACTION,NT140,NT,37.563056,-77.547222,PIEDMONT,1992,354.6
LICKRUN,3/4/93,18.04,5.5,FLOOD,NT141,NT,37.773611,-79.784444,MOUNTAIN,1993,0
BUCHANAN,3/5/93,20.66,6.3,FLOOD,NT141,NT,37.530556,-79.679167,MOUNTAIN,1993,57.7
HOLCOMBROCK,3/5/93,23.15,7.06,FLOOD,NT141,NT,37.501111,-79.262778,PIEDMONT,1993,112.3
BENTCREEK,3/5/93,16.49,5.03,FLOOD,NT141,NT,37.536111,-78.829722,PIEDMONT,1993,177.8
SCOTTSVILLE,3/5/93,20.73,6.32,FLOOD,NT141,NT,37.797222,-78.491667,PIEDMONT,1993,240.3
CARTERSVILLE,3/5/93,24.18,7.65,MODERATE,NT141,NT,37.670833,-78.086111,PIEDMONT,1993,291
RICHWEST,3/6/93,18.87,6.06,MODERATE,NT141,NT,37.563056,-77.547222,PIEDMONT,1993,354.6
RICHLOCKS,3/6/93,18.79,5.73,FLOOD,NT141,NT,37.525,-77.421111,PIEDMONT,1993,367.3
RICHWEST,3/18/93,11.97,3.96,ACTION,NT142,NT,37.563056,-77.547222,PIEDMONT,1993,354.6
BUCHANAN,3/24/93,18.2,5.55,FLOOD,NT143,NT,37.530556,-79.679167,MOUNTAIN,1993,57.7
HOLCOMBROCK,3/25/93,20.15,6.14,ACTION,NT143,NT,37.501111,-79.262778,PIEDMONT,1993,112.3
CARTERSVILLE,3/26/93,18.51,5.92,ACTION,NT143,NT,37.670833,-78.086111,PIEDMONT,1993,291
RICHWEST,3/26/93,14.43,4.71,FLOOD,NT143,NT,37.563056,-77.547222,PIEDMONT,1993,354.6
RICHLOCKS,3/26/93,10.95,3.34,FLOOD,NT143,NT,37.525,-77.421111,PIEDMONT,1993,367.3
RICHWEST,4/17/93,13.25,4.35,FLOOD,NT144,NT,37.563056,-77.547222,PIEDMONT,1993,354.6
BUCHANAN,5/4/93,15,4.57,ACTION,NT145,NT,37.530556,-79.679167,MOUNTAIN,1993,57.7
CARTERSVILLE,11/28/93,18.92,6.05,ACTION,NT146,NT,37.670833,-78.086111,PIEDMONT,1993,291
RICHLOCKS,11/29/93,12,3.66,FLOOD,NT146,NT,37.525,-77.421111,PIEDMONT,1993,367.3
RICHWEST,12/6/93,13.15,4.32,FLOOD,NT147,NT,37.563056,-77.547222,PIEDMONT,1993,354.6
CARTERSVILLE,2/24/94,16.4,5.28,ACTION,NT148,NT,37.670833,-78.086111,PIEDMONT,1994,291
RICHWEST,2/24/94,13.73,4.5,FLOOD,NT148,NT,37.563056,-77.547222,PIEDMONT,1994,354.6
RICHWEST,3/2/94,13.46,4.42,FLOOD,NT149,NT,37.563056,-77.547222,PIEDMONT,1994,354.6
CARTERSVILLE,3/30/94,22.29,7.08,FLOOD,NT150,NT,37.670833,-78.086111,PIEDMONT,1994,291
RICHWEST,3/30/94,17.48,5.64,MODERATE,NT150,NT,37.563056,-77.547222,PIEDMONT,1994,354.6
RICHLOCKS,3/30/94,16.05,4.89,FLOOD,NT150,NT,37.525,-77.421111,PIEDMONT,1994,367.3
LICKRUN,1/15/95,19.23,5.86,FLOOD,NT151,NT,37.773611,-79.784444,MOUNTAIN,1995,0
BUCHANAN,1/16/95,22.67,6.91,MODERATE,NT151,NT,37.530556,-79.679167,MOUNTAIN,1995,57.7
HOLCOMBROCK,1/16/95,24.76,7.55,MODERATE,NT151,NT,37.501111,-79.262778,PIEDMONT,1995,112.3
BENTCREEK,1/16/95,17.6,5.36,FLOOD,NT151,NT,37.536111,-78.829722,PIEDMONT,1995,177.8
SCOTTSVILLE,1/16/95,21.67,6.61,FLOOD,NT151,NT,37.797222,-78.491667,PIEDMONT,1995,240.3
CARTERSVILLE,1/17/95,21.96,6.98,FLOOD,NT151,NT,37.670833,-78.086111,PIEDMONT,1995,291
RICHWEST,1/18/95,16.42,5.32,MODERATE,NT151,NT,37.563056,-77.547222,PIEDMONT,1995,354.6
BUCHANAN,4/9/95,19,5.79,FLOOD,NT152,NT,37.530556,-79.679167,MOUNTAIN,1995,57.7
HOLCOMBROCK,6/28/95,26.87,8.19,MODERATE,NT153,NT,37.501111,-79.262778,PIEDMONT,1995,112.3
BENTCREEK,6/28/95,17.53,5.34,FLOOD,NT153,NT,37.536111,-78.829722,PIEDMONT,1995,177.8
SCOTTSVILLE,6/29/95,21.69,6.61,FLOOD,NT153,NT,37.797222,-78.491667,PIEDMONT,1995,240.3
CARTERSVILLE,6/29/95,21.68,6.89,FLOOD,NT153,NT,37.670833,-78.086111,PIEDMONT,1995,291
LICKRUN,1/19/96,25.03,7.63,MAJOR,NT154,NT,37.773611,-79.784444,MOUNTAIN,1996,0
BUCHANAN,1/20/96,29.26,8.92,MAJOR,NT154,NT,37.530556,-79.679167,MOUNTAIN,1996,57.7
HOLCOMBROCK,1/20/96,30.99,9.45,MAJOR,NT154,NT,37.501111,-79.262778,PIEDMONT,1996,112.3
BENTCREEK,1/20/96,22.1,6.74,MAJOR,NT154,NT,37.536111,-78.829722,PIEDMONT,1996,177.8
SCOTTSVILLE,1/20/96,26.02,7.93,MAJOR,NT154,NT,37.797222,-78.491667,PIEDMONT,1996,240.3
CARTERSVILLE,1/21/96,26.45,8.34,MAJOR,NT154,NT,37.670833,-78.086111,PIEDMONT,1996,291
RICHWEST,1/21/96,20.63,6.6,MODERATE,NT154,NT,37.563056,-77.547222,PIEDMONT,1996,354.6
RICHLOCKS,1/22/96,22.05,6.72,MODERATE,NT154,NT,37.525,-77.421111,PIEDMONT,1996,367.3
RICHLOCKS,1/28/96,9.65,2.94,FLOOD,NT155,NT,37.525,-77.421111,PIEDMONT,1996,367.3
RICHWEST,1/29/96,13.87,4.54,FLOOD,NT155,NT,37.563056,-77.547222,PIEDMONT,1996,354.6
HOLCOMBROCK,9/6/96,22.04,6.72,FLOOD,FRAN,AT,37.501111,-79.262778,PIEDMONT,1996,112.3
LICKRUN,9/7/96,17.88,5.45,FLOOD,FRAN,AT,37.773611,-79.784444,MOUNTAIN,1996,0
BENTCREEK,9/7/96,19.31,5.89,MODERATE,FRAN,AT,37.536111,-78.829722,PIEDMONT,1996,177.8
SCOTTSVILLE,9/7/96,28.24,8.61,MAJOR,FRAN,AT,37.797222,-78.491667,PIEDMONT,1996,240.3
CARTERSVILLE,9/7/96,28.96,9.11,MAJOR,FRAN,AT,37.670833,-78.086111,PIEDMONT,1996,291
RICHWEST,9/8/96,21.23,6.78,MODERATE,FRAN,AT,37.563056,-77.547222,PIEDMONT,1996,354.6
RICHLOCKS,9/8/96,23.75,7.24,MODERATE,FRAN,AT,37.525,-77.421111,PIEDMONT,1996,367.3
BUCHANAN,9/30/96,15.5,4.72,ACTION,NT156,NT,37.530556,-79.679167,MOUNTAIN,1996,57.7
LICKRUN,12/2/96,16.24,4.95,FLOOD,NT157,NT,37.773611,-79.784444,MOUNTAIN,1996,0
BUCHANAN,12/2/96,18.59,5.67,FLOOD,NT157,NT,37.530556,-79.679167,MOUNTAIN,1996,57.7
CARTERSVILLE,12/3/96,20.73,6.6,FLOOD,NT157,NT,37.670833,-78.086111,PIEDMONT,1996,291
RICHWEST,12/3/96,15.72,5.1,MODERATE,NT157,NT,37.563056,-77.547222,PIEDMONT,1996,354.6
BUCHANAN,2/23/97,16.5,5.03,ACTION,NT158,NT,37.530556,-79.679167,MOUNTAIN,1997,57.7
RICHWEST,3/5/97,12.4,4.09,FLOOD,NT159,NT,37.563056,-77.547222,PIEDMONT,1997,354.6
LICKRUN,1/8/98,18.42,5.61,FLOOD,NT160,NT,37.773611,-79.784444,MOUNTAIN,1998,0
BUCHANAN,1/9/98,19.95,6.08,FLOOD,NT160,NT,37.530556,-79.679167,MOUNTAIN,1998,57.7
HOLCOMBROCK,1/9/98,24.11,7.35,MODERATE,NT160,NT,37.501111,-79.262778,PIEDMONT,1998,112.3
BENTCREEK,1/9/98,17,5.18,FLOOD,NT160,NT,37.536111,-78.829722,PIEDMONT,1998,177.8
SCOTTSVILLE,1/9/98,21.15,6.45,FLOOD,NT160,NT,37.797222,-78.491667,PIEDMONT,1998,240.3
CARTERSVILLE,1/10/98,21.05,6.7,FLOOD,NT160,NT,37.670833,-78.086111,PIEDMONT,1998,291
RICHWEST,1/10/98,15.7,5.1,MODERATE,NT160,NT,37.563056,-77.547222,PIEDMONT,1998,354.6
RICHLOCKS,1/10/98,12.44,3.79,FLOOD,NT160,NT,37.525,-77.421111,PIEDMONT,1998,367.3
SEWELLS,1/28/98,6.04,1.35,MODERATE,NT161,NT,36.946667,-76.33,COASTAL,1998,532
CARTERSVILLE,1/29/98,21.87,6.95,FLOOD,NT161,NT,37.670833,-78.086111,PIEDMONT,1998,291
RICHWEST,1/29/98,16.77,5.42,MODERATE,NT161,NT,37.563056,-77.547222,PIEDMONT,1998,354.6
RICHLOCKS,1/29/98,14.97,4.56,FLOOD,NT161,NT,37.525,-77.421111,PIEDMONT,1998,367.3
SCOTTSVILLE,2/5/98,18.66,5.69,ACTION,NT162,NT,37.797222,-78.491667,PIEDMONT,1998,240.3
CARTERSVILLE,2/5/98,21.69,6.89,FLOOD,NT162,NT,37.670833,-78.086111,PIEDMONT,1998,291
SEWELLS,2/5/98,6.58,1.52,MAJOR,NT162,NT,36.946667,-76.33,COASTAL,1998,532
RICHWEST,2/6/98,16.72,5.41,MODERATE,NT162,NT,37.563056,-77.547222,PIEDMONT,1998,354.6
RICHLOCKS,2/6/98,15.39,4.69,FLOOD,NT162,NT,37.525,-77.421111,PIEDMONT,1998,367.3
SCOTTSVILLE,2/18/98,17.9,5.46,ACTION,NT163,NT,37.797222,-78.491667,PIEDMONT,1998,240.3
CARTERSVILLE,2/18/98,21.91,6.96,FLOOD,NT163,NT,37.670833,-78.086111,PIEDMONT,1998,291
RICHWEST,2/19/98,16.66,5.39,MODERATE,NT163,NT,37.563056,-77.547222,PIEDMONT,1998,354.6
RICHLOCKS,2/19/98,14.51,4.42,FLOOD,NT163,NT,37.525,-77.421111,PIEDMONT,1998,367.3
RICHWEST,3/10/98,11.54,3.83,ACTION,NT164,NT,37.563056,-77.547222,PIEDMONT,1998,354.6
LICKRUN,3/21/98,15.89,4.84,ACTION,NT165,NT,37.773611,-79.784444,MOUNTAIN,1998,0
BUCHANAN,3/21/98,18.87,5.75,FLOOD,NT165,NT,37.530556,-79.679167,MOUNTAIN,1998,57.7
SCOTTSVILLE,3/22/98,19.24,5.86,ACTION,NT165,NT,37.797222,-78.491667,PIEDMONT,1998,240.3
RICHWEST,3/22/98,16.75,5.42,MODERATE,NT165,NT,37.563056,-77.547222,PIEDMONT,1998,354.6
RICHLOCKS,3/23/98,14.87,4.53,FLOOD,NT165,NT,37.525,-77.421111,PIEDMONT,1998,367.3
SCOTTSVILLE,4/21/98,15.7,4.79,ACTION,NT166,NT,37.797222,-78.491667,PIEDMONT,1998,240.3
RICHWEST,4/22/98,12.77,4.21,FLOOD,NT166,NT,37.563056,-77.547222,PIEDMONT,1998,354.6
RICHWEST,5/9/98,12.17,4.02,FLOOD,NT167,NT,37.563056,-77.547222,PIEDMONT,1998,354.6
RICHWEST,1/25/99,9.46,3.2,ACTION,NT168,NT,37.563056,-77.547222,PIEDMONT,1999,354.6
BUCHANAN,3/5/99,19.5,5.94,FLOOD,NT169,NT,37.530556,-79.679167,MOUNTAIN,1999,57.7
SEWELLS,9/16/99,5.97,1.33,MODERATE,FLOYD,AT,36.946667,-76.33,COASTAL,1999,532
CARTERSVILLE,9/30/99,21.73,6.91,FLOOD,NT170,NT,37.670833,-78.086111,PIEDMONT,1999,291
SCOTTSVILLE,10/1/99,20.36,6.21,FLOOD,NT170,NT,37.797222,-78.491667,PIEDMONT,1999,240.3
RICHWEST,10/1/99,15.43,5.02,MODERATE,NT170,NT,37.563056,-77.547222,PIEDMONT,1999,354.6
RICHLOCKS,10/1/99,12.06,3.68,FLOOD,NT170,NT,37.525,-77.421111,PIEDMONT,1999,367.3
CARTERSVILLE,3/2/00,16,5.16,ACTION,NT171,NT,37.670833,-78.086111,PIEDMONT,2000,291
BUCHANAN,4/18/00,12.44,3.79,ACTION,NT172,NT,37.530556,-79.679167,MOUNTAIN,2000,57.7
SCOTTSVILLE,4/19/00,12.65,3.86,ACTION,NT172,NT,37.797222,-78.491667,PIEDMONT,2000,240.3
BUCHANAN,11/26/00,21.4,6.52,MODERATE,NT173,NT,37.530556,-79.679167,MOUNTAIN,2000,57.7
RICHLOCKS,3/24/01,19.3,5.88,MODERATE,NT174,NT,37.525,-77.421111,PIEDMONT,2001,367.3
RICHWEST,3/31/01,11.82,3.92,ACTION,NT175,NT,37.563056,-77.547222,PIEDMONT,2001,354.6
RICHLOCKS,4/22/01,14,4.27,FLOOD,NT176,NT,37.525,-77.421111,PIEDMONT,2001,367.3
BUCHANAN,5/23/01,12.96,3.95,ACTION,NT177,NT,37.530556,-79.679167,MOUNTAIN,2001,57.7
CARTERSVILLE,5/23/01,27,8.51,MAJOR,NT177,NT,37.670833,-78.086111,PIEDMONT,2001,291
SCOTTSVILLE,5/24/01,12.24,3.73,ACTION,NT177,NT,37.797222,-78.491667,PIEDMONT,2001,240.3
CARTERSVILLE,12/30/01,26.7,8.42,MAJOR,NT178,NT,37.670833,-78.086111,PIEDMONT,2001,291
RICHLOCKS,12/31/01,23.2,7.07,MODERATE,NT178,NT,37.525,-77.421111,PIEDMONT,2001,367.3
BUCHANAN,3/1/02,25,7.62,MODERATE,NT179,NT,37.530556,-79.679167,MOUNTAIN,2002,57.7
RICHLOCKS,3/2/02,19,5.79,MODERATE,NT179,NT,37.525,-77.421111,PIEDMONT,2002,367.3
LICKRUN,2/23/03,19.86,6.05,FLOOD,NT180,NT,37.773611,-79.784444,MOUNTAIN,2003,0
BUCHANAN,2/23/03,24.03,7.32,MODERATE,NT180,NT,37.530556,-79.679167,MOUNTAIN,2003,57.7
HOLCOMBROCK,2/23/03,26.9,8.2,MODERATE,NT180,NT,37.501111,-79.262778,PIEDMONT,2003,112.3
BENTCREEK,2/24/03,17.97,5.48,FLOOD,NT180,NT,37.536111,-78.829722,PIEDMONT,2003,177.8
SCOTTSVILLE,2/24/03,22.58,6.88,MODERATE,NT180,NT,37.797222,-78.491667,PIEDMONT,2003,240.3
CARTERSVILLE,2/24/03,24.47,7.74,MODERATE,NT180,NT,37.670833,-78.086111,PIEDMONT,2003,291
RICHWEST,2/25/03,18.73,6.02,MODERATE,NT180,NT,37.563056,-77.547222,PIEDMONT,2003,354.6
RICHLOCKS,2/25/03,17.76,5.41,FLOOD,NT180,NT,37.525,-77.421111,PIEDMONT,2003,367.3
RICHWEST,3/21/03,14.44,4.71,FLOOD,NT181,NT,37.563056,-77.547222,PIEDMONT,2003,354.6
RICHLOCKS,3/21/03,10.8,3.29,FLOOD,NT181,NT,37.525,-77.421111,PIEDMONT,2003,367.3
BUCHANAN,3/24/03,17.5,5.33,FLOOD,NT182,NT,37.530556,-79.679167,MOUNTAIN,2003,57.7
RICHLOCKS,4/11/03,9.28,2.83,FLOOD,NT183,NT,37.525,-77.421111,PIEDMONT,2003,367.3
SCOTTSVILLE,4/12/03,19,5.79,ACTION,NT183,NT,37.797222,-78.491667,PIEDMONT,2003,240.3
RICHWEST,4/12/03,12.99,4.27,FLOOD,NT183,NT,37.563056,-77.547222,PIEDMONT,2003,354.6
RICHWEST,5/20/03,14.4,4.7,FLOOD,NT184,NT,37.563056,-77.547222,PIEDMONT,2003,354.6
RICHLOCKS,5/21/03,10.72,3.27,FLOOD,NT184,NT,37.525,-77.421111,PIEDMONT,2003,367.3
CARTERSVILLE,6/7/03,22,6.99,FLOOD,NT185,NT,37.670833,-78.086111,PIEDMONT,2003,291
RICHLOCKS,6/8/03,14.7,4.48,FLOOD,NT185,NT,37.525,-77.421111,PIEDMONT,2003,367.3
RICHWEST,7/4/03,13.28,4.36,FLOOD,BILL03,GH,37.563056,-77.547222,PIEDMONT,2003,354.6
SEWELLS,9/18/03,7.89,1.91,MAJOR,ISABEL03,AH,36.946667,-76.33,COASTAL,2003,532
RICHLOCKS,9/19/03,12.08,3.68,FLOOD,ISABEL03,AH,37.525,-77.421111,PIEDMONT,2003,367.3
CARTERSVILLE,9/20/03,22.87,7.25,FLOOD,ISABEL03,AH,37.670833,-78.086111,PIEDMONT,2003,291
RICHWEST,9/20/03,17.1,5.53,MODERATE,ISABEL03,AH,37.563056,-77.547222,PIEDMONT,2003,354.6
RICHLOCKS,9/21/03,15.15,4.62,FLOOD,ISABEL03,AH,37.525,-77.421111,PIEDMONT,2003,367.3
RICHWEST,11/21/03,14.57,4.75,FLOOD,NT186,NT,37.563056,-77.547222,PIEDMONT,2003,354.6
RICHLOCKS,11/21/03,10.05,3.06,FLOOD,NT186,NT,37.525,-77.421111,PIEDMONT,2003,367.3
RICHWEST,12/12/03,13.54,4.44,FLOOD,NT187,NT,37.563056,-77.547222,PIEDMONT,2003,354.6
RICHWEST,2/8/04,12.61,4.16,FLOOD,NT188,NT,37.563056,-77.547222,PIEDMONT,2004,354.6
RICHWEST,4/15/04,13.36,4.39,FLOOD,NT189,NT,37.563056,-77.547222,PIEDMONT,2004,354.6
RICHLOCKS,8/31/04,11.73,3.58,FLOOD,GASTON,AH,37.525,-77.421111,PIEDMONT,2004,367.3
RICHWEST,9/10/04,12.8,4.21,FLOOD,FRANCES,GH,37.563056,-77.547222,PIEDMONT,2004,354.6
LICKRUN,9/29/04,21.69,6.61,FLOOD,JEANNE,AH,37.773611,-79.784444,MOUNTAIN,2004,0
BUCHANAN,9/29/04,25.66,7.82,MODERATE,JEANNE,AH,37.530556,-79.679167,MOUNTAIN,2004,57.7
HOLCOMBROCK,9/29/04,24.5,7.47,MODERATE,JEANNE,AH,37.501111,-79.262778,PIEDMONT,2004,112.3
BENTCREEK,9/30/04,16.99,5.18,FLOOD,JEANNE,AH,37.536111,-78.829722,PIEDMONT,2004,177.8
SCOTTSVILLE,9/30/04,20.68,6.3,FLOOD,JEANNE,AH,37.797222,-78.491667,PIEDMONT,2004,240.3
CARTERSVILLE,9/30/04,20.49,6.53,FLOOD,JEANNE,AH,37.670833,-78.086111,PIEDMONT,2004,291
RICHWEST,10/1/04,15.5,5.04,MODERATE,JEANNE,AH,37.563056,-77.547222,PIEDMONT,2004,354.6
RICHLOCKS,10/1/04,11.77,3.59,FLOOD,JEANNE,AH,37.525,-77.421111,PIEDMONT,2004,367.3
CARTERSVILLE,1/15/05,17.78,5.7,ACTION,NT190,NT,37.670833,-78.086111,PIEDMONT,2005,291
RICHWEST,1/15/05,14.4,4.7,FLOOD,NT190,NT,37.563056,-77.547222,PIEDMONT,2005,354.6
RICHLOCKS,1/15/05,9.84,3,FLOOD,NT190,NT,37.525,-77.421111,PIEDMONT,2005,367.3
RICHLOCKS,1/16/05,9.84,3,FLOOD,NT190,NT,37.525,-77.421111,PIEDMONT,2005,367.3
BUCHANAN,3/29/05,14.41,4.39,ACTION,NT191,NT,37.530556,-79.679167,MOUNTAIN,2005,57.7
SCOTTSVILLE,3/30/05,14.33,4.37,ACTION,NT191,NT,37.797222,-78.491667,PIEDMONT,2005,240.3
BUCHANAN,6/13/05,15.4,4.69,ACTION,NT192,NT,37.530556,-79.679167,MOUNTAIN,2005,57.7
CARTERSVILLE,7/14/05,17,5.46,ACTION,DENNIS05,GT,37.670833,-78.086111,PIEDMONT,2005,291
CARTERSVILLE,11/30/05,19.03,6.08,ACTION,NT193,NT,37.670833,-78.086111,PIEDMONT,2005,291
RICHWEST,12/1/05,14.36,4.69,FLOOD,NT194,NT,37.563056,-77.547222,PIEDMONT,2005,354.6
RICHLOCKS,12/1/05,9.67,2.95,FLOOD,NT194,NT,37.525,-77.421111,PIEDMONT,2005,367.3
CARTERSVILLE,1/4/06,17.1,5.49,ACTION,NT195,NT,37.670833,-78.086111,PIEDMONT,2006,291
LICKRUN,6/27/06,19.79,6.03,FLOOD,NT196,NT,37.773611,-79.784444,MOUNTAIN,2006,0
SCOTTSVILLE,6/27/06,20.26,6.18,FLOOD,NT196,NT,37.797222,-78.491667,PIEDMONT,2006,240.3
BUCHANAN,6/28/06,21.98,6.7,MODERATE,NT196,NT,37.530556,-79.679167,MOUNTAIN,2006,57.7
HOLCOMBROCK,6/28/06,22.74,6.93,FLOOD,NT196,NT,37.501111,-79.262778,PIEDMONT,2006,112.3
BENTCREEK,6/28/06,15.71,4.79,ACTION,NT196,NT,37.536111,-78.829722,PIEDMONT,2006,177.8
CARTERSVILLE,6/28/06,21.15,6.73,FLOOD,NT196,NT,37.670833,-78.086111,PIEDMONT,2006,291
RICHWEST,6/29/06,15.81,5.13,MODERATE,NT196,NT,37.563056,-77.547222,PIEDMONT,2006,354.6
RICHLOCKS,6/30/06,11.86,3.61,FLOOD,NT196,NT,37.525,-77.421111,PIEDMONT,2006,367.3
SEWELLS,10/7/06,6.52,1.5,MAJOR,NT197,NT,36.946667,-76.33,COASTAL,2006,532
CARTERSVILLE,10/8/06,19.97,6.37,ACTION,NT197,NT,37.670833,-78.086111,PIEDMONT,2006,291
RICHWEST,10/8/06,15.42,5.01,MODERATE,NT197,NT,37.563056,-77.547222,PIEDMONT,2006,354.6
RICHLOCKS,10/8/06,12.19,3.72,FLOOD,NT197,NT,37.525,-77.421111,PIEDMONT,2006,367.3
CARTERSVILLE,10/21/06,23.8,7.54,MODERATE,NT198,NT,37.670833,-78.086111,PIEDMONT,2006,291
RICHLOCKS,10/22/06,18.7,5.7,FLOOD,NT198,NT,37.525,-77.421111,PIEDMONT,2006,367.3
HOLCOMBROCK,11/17/06,19.69,6,ACTION,NT199,NT,37.501111,-79.262778,PIEDMONT,2006,112.3
RICHWEST,11/18/06,13.63,4.47,FLOOD,NT199,NT,37.563056,-77.547222,PIEDMONT,2006,354.6
RICHLOCKS,11/18/06,8.73,2.66,FLOOD,NT199,NT,37.525,-77.421111,PIEDMONT,2006,367.3
SEWELLS,11/22/06,6.63,1.53,MAJOR,NT199,NT,36.946667,-76.33,COASTAL,2006,532
RICHWEST,3/4/07,12.22,4.04,FLOOD,NT200,NT,37.563056,-77.547222,PIEDMONT,2007,354.6
RICHWEST,3/18/07,12.92,4.25,FLOOD,NT201,NT,37.563056,-77.547222,PIEDMONT,2007,354.6
LICKRUN,4/16/07,17.18,5.24,FLOOD,NT202,NT,37.773611,-79.784444,MOUNTAIN,2007,0
BUCHANAN,4/16/07,17.85,5.44,FLOOD,NT202,NT,37.530556,-79.679167,MOUNTAIN,2007,57.7
SCOTTSVILLE,4/17/07,17.4,5.3,ACTION,NT202,NT,37.797222,-78.491667,PIEDMONT,2007,240.3
RICHWEST,4/18/07,13.82,4.53,FLOOD,NT202,NT,37.563056,-77.547222,PIEDMONT,2007,354.6
RICHLOCKS,4/18/07,8.5,2.59,FLOOD,NT202,NT,37.525,-77.421111,PIEDMONT,2007,367.3
RICHLOCKS,6/3/07,14.7,4.48,FLOOD,BARRY07,AT,37.525,-77.421111,PIEDMONT,2007,367.3
BUCHANAN,6/14/07,17,5.18,FLOOD,NT203,NT,37.530556,-79.679167,MOUNTAIN,2007,57.7
BUCHANAN,2/16/08,19,5.79,FLOOD,NT204,NT,37.530556,-79.679167,MOUNTAIN,2008,57.7
CARTERSVILLE,2/17/08,19.8,6.32,ACTION,NT204,NT,37.670833,-78.086111,PIEDMONT,2008,291
RICHLOCKS,2/17/08,13.9,4.24,FLOOD,NT204,NT,37.525,-77.421111,PIEDMONT,2008,367.3
BUCHANAN,4/29/08,12.67,3.86,ACTION,NT205,NT,37.530556,-79.679167,MOUNTAIN,2008,57.7
SCOTTSVILLE,4/29/08,13.31,4.06,ACTION,NT205,NT,37.797222,-78.491667,PIEDMONT,2008,240.3
RICHWEST,4/30/08,11.23,3.74,ACTION,NT205,NT,37.563056,-77.547222,PIEDMONT,2008,354.6
BUCHANAN,4/14/09,15,4.57,ACTION,NT206,NT,37.530556,-79.679167,MOUNTAIN,2009,57.7
CARTERSVILLE,4/16/09,15.8,5.1,ACTION,NT206,NT,37.670833,-78.086111,PIEDMONT,2009,291
RICHWEST,5/8/09,10.66,3.56,ACTION,NT207,NT,37.563056,-77.547222,PIEDMONT,2009,354.6
SCOTTSVILLE,5/18/09,11.41,3.48,ACTION,NT208,NT,37.797222,-78.491667,PIEDMONT,2009,240.3
